id,Elevation,Aspect,Slope,Wilderness,Soil_Type,Hillshade_9am,Hillshade_noon,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Fire_Points,Labels
12236,elevation_high,aspect_high,slope_high,rawah,como_b,hillshade_9am_max,hillnoon_max,4,1,low,6
12237,elevation_high,aspect_high,slope_high,rawah,como_b,hillshade_9am_max,hillnoon_min,3,0,low,6
12238,elevation_medium,aspect_ultra,slope_low,comanche,leighcan_g,hillshade_9am_min,hillnoon_max,0,0,low,2
12239,elevation_high,aspect_high,slope_medium,comanche,catamount_b,hillshade_9am_max,hillnoon_max,1,1,mid,0
12240,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,2,3,low,3
12241,elevation_low,aspect_ultra,slope_ultra,cache,vanet_a,hillshade_9am_min,hillnoon_min,3,3,low,1
12242,elevation_low,aspect_medium,slope_ultra,cache,cathedral_a,hillshade_9am_max,hillnoon_min,2,4,low,4
12243,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,0,1,low,2
12244,elevation_medium,aspect_ultra,slope_low,comanche,leighcan_g,hillshade_9am_min,hillnoon_max,0,0,low,2
12245,elevation_low,aspect_low,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,4,low,3
12246,elevation_low,aspect_low,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,2,4,low,3
12247,elevation_high,aspect_high,slope_high,rawah,como_b,hillshade_9am_max,hillnoon_max,4,0,low,6
12248,elevation_high,aspect_medium,slope_medium,comanche,catamount_b,hillshade_9am_max,hillnoon_min,2,1,mid,4
12249,elevation_low,aspect_low,slope_high,cache,vanet_a,hillshade_9am_min,hillnoon_min,4,4,low,1
12250,elevation_low,aspect_low,slope_medium,cache,vanet_a,hillshade_9am_min,hillnoon_min,4,4,low,1
12251,elevation_low,aspect_medium,slope_medium,cache,cathedral_a,hillshade_9am_max,hillnoon_min,0,0,low,2
12252,elevation_ultra,aspect_high,slope_high,rawah,leighcan_i,hillshade_9am_min,hillnoon_max,6,4,mid,5
12253,elevation_medium,aspect_medium,slope_medium,comanche,leighcan_g,hillshade_9am_max,hillnoon_min,1,1,low,2
12254,elevation_high,aspect_low,slope_ultra,comanche,leighcan_g,hillshade_9am_min,hillnoon_min,4,4,low,3
12255,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,3,4,low,3
12256,elevation_low,aspect_low,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,2,3,low,3
12257,elevation_low,aspect_low,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,3,0,low,3
12258,elevation_high,aspect_ultra,slope_low,comanche,leighcan_g,hillshade_9am_min,hillnoon_max,0,0,low,2
12259,elevation_high,aspect_low,slope_high,comanche,leighcan_h,hillshade_9am_min,hillnoon_min,0,0,mid,2
12260,elevation_low,aspect_high,slope_low,cache,cathedral_a,hillshade_9am_max,hillnoon_max,0,0,low,0
12261,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,0,low,3
12262,elevation_ultra,aspect_high,slope_medium,rawah,leighcan_i,hillshade_9am_min,hillnoon_max,6,3,mid,5
12263,elevation_high,aspect_high,slope_high,rawah,como_b,hillshade_9am_max,hillnoon_max,4,3,low,6
12264,elevation_high,aspect_ultra,slope_low,comanche,leighcan_g,hillshade_9am_min,hillnoon_max,1,0,low,2
12265,elevation_high,aspect_high,slope_low,comanche,leighcan_g,hillshade_9am_min,hillnoon_max,0,0,low,0
12266,elevation_low,aspect_low,slope_high,cache,vanet_a,hillshade_9am_min,hillnoon_min,4,4,low,1
12267,elevation_low,aspect_low,slope_low,cache,vanet_a,hillshade_9am_min,hillnoon_min,4,3,low,1
12268,elevation_low,aspect_ultra,slope_high,cache,gateview_a,hillshade_9am_min,hillnoon_min,0,0,low,2
12269,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,0,0,low,2
12270,elevation_medium,aspect_ultra,slope_high,comanche,leighcan_g,hillshade_9am_min,hillnoon_max,4,0,low,1
12271,elevation_high,aspect_ultra,slope_low,comanche,leighcan_g,hillshade_9am_min,hillnoon_min,0,0,low,2
12272,elevation_high,aspect_ultra,slope_medium,comanche,leighcan_g,hillshade_9am_min,hillnoon_max,0,0,low,2
12273,elevation_low,aspect_low,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,3,3,low,3
12274,elevation_low,aspect_ultra,slope_low,cache,gateview_a,hillshade_9am_min,hillnoon_max,0,0,low,2
12275,elevation_low,aspect_ultra,slope_ultra,cache,gateview_a,hillshade_9am_min,hillnoon_min,0,1,low,2
12276,elevation_low,aspect_medium,slope_ultra,cache,cathedral_a,hillshade_9am_max,hillnoon_min,4,4,low,4
12277,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,3,4,low,3
12278,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,0,1,low,2
12279,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,0,low,3
12280,elevation_high,aspect_high,slope_high,rawah,como_b,hillshade_9am_max,hillnoon_max,4,3,low,6
12281,elevation_medium,aspect_high,slope_high,rawah,como_b,hillshade_9am_max,hillnoon_max,4,2,low,6
12282,elevation_high,aspect_ultra,slope_high,comanche,leighcan_g,hillshade_9am_min,hillnoon_max,0,0,low,2
12283,elevation_high,aspect_high,slope_high,comanche,leighcan_g,hillshade_9am_min,hillnoon_max,0,1,low,0
12284,elevation_high,aspect_medium,slope_medium,comanche,leighcan_c,hillshade_9am_max,hillnoon_min,0,0,mid,2
12285,elevation_low,aspect_low,slope_high,cache,vanet_a,hillshade_9am_min,hillnoon_min,3,1,low,2
12286,elevation_low,aspect_medium,slope_medium,cache,gateview_a,hillshade_9am_max,hillnoon_min,0,0,low,2
12287,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,0,1,low,2
12288,elevation_low,aspect_ultra,slope_ultra,cache,ratake_a,hillshade_9am_min,hillnoon_min,0,1,low,2
12289,elevation_ultra,aspect_high,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_max,0,0,mid,0
12290,elevation_high,aspect_high,slope_high,rawah,como_b,hillshade_9am_min,hillnoon_max,3,3,low,6
12291,elevation_high,aspect_high,slope_high,rawah,como_b,hillshade_9am_min,hillnoon_max,3,3,low,6
12292,elevation_high,aspect_ultra,slope_high,comanche,typic_a,hillshade_9am_min,hillnoon_max,1,1,low,2
12293,elevation_high,aspect_ultra,slope_high,comanche,typic_a,hillshade_9am_min,hillnoon_max,1,0,mid,2
12294,elevation_high,aspect_ultra,slope_high,comanche,leighcan_c,hillshade_9am_min,hillnoon_min,4,4,mid,3
12295,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,0,low,3
12296,elevation_low,aspect_high,slope_ultra,cache,cathedral_a,hillshade_9am_min,hillnoon_max,2,3,low,5
12297,elevation_low,aspect_low,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,3,4,low,3
12298,elevation_low,aspect_low,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,2,3,low,3
12299,elevation_medium,aspect_high,slope_high,rawah,como_b,hillshade_9am_max,hillnoon_max,3,2,low,6
12300,elevation_medium,aspect_high,slope_high,rawah,como_b,hillshade_9am_max,hillnoon_max,3,2,low,6
12301,elevation_high,aspect_ultra,slope_low,comanche,typic_a,hillshade_9am_min,hillnoon_max,0,0,mid,2
12302,elevation_high,aspect_low,slope_medium,comanche,catamount_b,hillshade_9am_min,hillnoon_min,3,1,mid,3
12303,elevation_high,aspect_ultra,slope_high,comanche,leighcan_g,hillshade_9am_min,hillnoon_min,4,1,low,3
12304,elevation_low,aspect_ultra,slope_high,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,4,low,3
12305,elevation_low,aspect_low,slope_high,cache,bullwark_a,hillshade_9am_min,hillnoon_min,0,1,low,2
12306,elevation_low,aspect_low,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,3,low,3
12307,elevation_low,aspect_low,slope_high,cache,bullwark_a,hillshade_9am_min,hillnoon_min,0,0,low,2
12308,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,4,low,3
12309,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,2,3,low,3
12310,elevation_ultra,aspect_high,slope_low,rawah,leighcan_b,hillshade_9am_min,hillnoon_max,5,3,mid,5
12311,elevation_ultra,aspect_high,slope_ultra,rawah,como_a,hillshade_9am_max,hillnoon_min,6,2,mid,4
12312,elevation_high,aspect_ultra,slope_high,comanche,leighcan_h,hillshade_9am_min,hillnoon_min,0,0,low,2
12313,elevation_low,aspect_ultra,slope_medium,cache,bullwark_a,hillshade_9am_min,hillnoon_max,4,4,low,3
12314,elevation_low,aspect_low,slope_high,cache,gateview_a,hillshade_9am_min,hillnoon_min,0,0,low,2
12315,elevation_low,aspect_medium,slope_ultra,cache,vanet_c,hillshade_9am_max,hillnoon_min,4,1,low,4
12316,elevation_low,aspect_low,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,2,3,low,3
12317,elevation_high,aspect_ultra,slope_medium,comanche,typic_a,hillshade_9am_min,hillnoon_max,0,0,low,2
12318,elevation_low,aspect_ultra,slope_high,cache,cathedral_a,hillshade_9am_min,hillnoon_max,4,3,low,3
12319,elevation_low,aspect_ultra,slope_high,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,0,low,3
12320,elevation_medium,aspect_low,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,2,2,low,3
12321,elevation_low,aspect_medium,slope_ultra,cache,bullwark_a,hillshade_9am_max,hillnoon_min,2,3,low,4
12322,elevation_low,aspect_medium,slope_ultra,cache,bullwark_a,hillshade_9am_max,hillnoon_min,2,2,low,4
12323,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,0,1,low,2
12324,elevation_high,aspect_ultra,slope_high,comanche,leighcan_h,hillshade_9am_min,hillnoon_min,1,1,low,2
12325,elevation_low,aspect_high,slope_ultra,cache,ratake_a,hillshade_9am_max,hillnoon_min,0,0,low,2
12326,elevation_low,aspect_ultra,slope_medium,cache,gateview_a,hillshade_9am_min,hillnoon_min,0,0,low,2
12327,elevation_low,aspect_low,slope_ultra,cache,vanet_c,hillshade_9am_min,hillnoon_min,4,4,low,1
12328,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,4,low,3
12329,elevation_high,aspect_ultra,slope_high,comanche,catamount_b,hillshade_9am_min,hillnoon_max,2,1,low,2
12330,elevation_high,aspect_ultra,slope_ultra,comanche,leighcan_c,hillshade_9am_min,hillnoon_min,3,2,mid,3
12331,elevation_low,aspect_low,slope_ultra,cache,gateview_a,hillshade_9am_min,hillnoon_min,0,1,low,2
12332,elevation_low,aspect_ultra,slope_high,cache,bullwark_a,hillshade_9am_min,hillnoon_min,0,0,low,2
12333,elevation_low,aspect_low,slope_high,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,4,low,3
12334,elevation_low,aspect_low,slope_high,cache,vanet_c,hillshade_9am_min,hillnoon_min,3,3,low,1
12335,elevation_low,aspect_high,slope_medium,cache,pachic_a,hillshade_9am_max,hillnoon_max,0,0,low,0
12336,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,2,3,low,3
12337,elevation_low,aspect_medium,slope_ultra,cache,gateview_a,hillshade_9am_max,hillnoon_min,0,1,low,2
12338,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,3,4,low,4
12339,elevation_low,aspect_ultra,slope_medium,cache,haploborolis_a,hillshade_9am_min,hillnoon_min,0,0,low,2
12340,elevation_low,aspect_ultra,slope_medium,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,0,low,3
12341,elevation_ultra,aspect_high,slope_low,rawah,leighcan_b,hillshade_9am_min,hillnoon_max,5,3,mid,5
12342,elevation_high,aspect_low,slope_high,comanche,leighcan_h,hillshade_9am_max,hillnoon_min,3,3,low,4
12343,elevation_low,aspect_high,slope_high,cache,ratake_a,hillshade_9am_max,hillnoon_max,0,0,low,0
12344,elevation_low,aspect_high,slope_ultra,cache,cathedral_a,hillshade_9am_min,hillnoon_max,4,4,low,5
12345,elevation_low,aspect_low,slope_ultra,cache,vanet_c,hillshade_9am_min,hillnoon_min,4,3,low,1
12346,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,3,4,low,4
12347,elevation_low,aspect_low,slope_high,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,4,low,3
12348,elevation_low,aspect_ultra,slope_high,cache,vanet_c,hillshade_9am_min,hillnoon_min,3,3,low,1
12349,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,4,4,low,4
12350,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,4,4,low,4
12351,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,2,3,low,4
12352,elevation_low,aspect_medium,slope_medium,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,0,0,low,2
12353,elevation_low,aspect_medium,slope_ultra,cache,vanet_c,hillshade_9am_max,hillnoon_min,4,0,low,4
12354,elevation_low,aspect_ultra,slope_high,cache,bullwark_a,hillshade_9am_min,hillnoon_min,2,2,low,3
12355,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,3,4,low,3
12356,elevation_low,aspect_low,slope_high,cache,bullwark_a,hillshade_9am_min,hillnoon_min,5,4,low,3
12357,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,4,4,low,4
12358,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,3,4,low,4
12359,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,3,4,low,4
12360,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,3,4,low,4
12361,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,2,3,low,4
12362,elevation_low,aspect_low,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,3,3,low,3
12363,elevation_low,aspect_medium,slope_ultra,cache,vanet_c,hillshade_9am_max,hillnoon_min,4,1,low,4
12364,elevation_low,aspect_high,slope_ultra,cache,cathedral_a,hillshade_9am_min,hillnoon_max,5,0,low,5
12365,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,4,low,3
12366,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,4,4,low,4
12367,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,4,4,low,4
12368,elevation_low,aspect_medium,slope_high,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,0,0,low,2
12369,elevation_low,aspect_ultra,slope_high,cache,bullwark_a,hillshade_9am_min,hillnoon_min,3,4,low,3
12370,elevation_ultra,aspect_high,slope_low,rawah,leighcan_b,hillshade_9am_min,hillnoon_max,5,3,mid,5
12371,elevation_medium,aspect_low,slope_low,comanche,typic_b,hillshade_9am_min,hillnoon_min,0,0,mid,2
12372,elevation_low,aspect_low,slope_low,cache,ratake_a,hillshade_9am_min,hillnoon_max,0,0,low,0
12373,elevation_low,aspect_high,slope_low,cache,ratake_a,hillshade_9am_min,hillnoon_max,0,0,low,0
12374,elevation_low,aspect_high,slope_medium,cache,ratake_a,hillshade_9am_min,hillnoon_max,0,0,low,0
12375,elevation_low,aspect_medium,slope_low,cache,pachic_a,hillshade_9am_max,hillnoon_min,0,0,low,2
12376,elevation_low,aspect_ultra,slope_high,cache,gateview_a,hillshade_9am_min,hillnoon_max,0,0,low,2
12377,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,4,4,low,4
12378,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,4,4,low,4
12379,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,4,4,low,4
12380,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,2,3,low,4
12381,elevation_low,aspect_low,slope_high,cache,vanet_c,hillshade_9am_min,hillnoon_min,4,4,low,1
12382,elevation_low,aspect_high,slope_low,cache,vanet_c,hillshade_9am_min,hillnoon_max,4,3,low,5
12383,elevation_low,aspect_high,slope_high,cache,vanet_c,hillshade_9am_min,hillnoon_max,4,3,low,5
12384,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,3,3,low,4
12385,elevation_ultra,aspect_high,slope_medium,rawah,leighcan_b,hillshade_9am_min,hillnoon_max,4,3,mid,5
12386,elevation_high,aspect_high,slope_ultra,comanche,catamount_b,hillshade_9am_max,hillnoon_min,4,3,low,4
12387,elevation_medium,aspect_ultra,slope_medium,comanche,typic_b,hillshade_9am_min,hillnoon_max,0,0,mid,2
12388,elevation_low,aspect_medium,slope_low,cache,pachic_a,hillshade_9am_min,hillnoon_max,0,0,low,2
12389,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,2,3,low,3
12390,elevation_low,aspect_medium,slope_low,cache,cathedral_a,hillshade_9am_max,hillnoon_max,0,0,low,2
12391,elevation_low,aspect_medium,slope_low,cache,vanet_c,hillshade_9am_max,hillnoon_max,4,3,low,5
12392,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,3,4,low,4
12393,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,2,3,low,4
12394,elevation_high,aspect_medium,slope_ultra,comanche,catamount_a,hillshade_9am_max,hillnoon_min,3,3,mid,4
12395,elevation_low,aspect_low,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,5,4,low,3
12396,elevation_low,aspect_high,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,4,4,low,4
12397,elevation_low,aspect_high,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,4,4,low,4
12398,elevation_low,aspect_high,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_max,2,3,low,5
12399,elevation_low,aspect_medium,slope_low,cache,pachic_a,hillshade_9am_max,hillnoon_max,0,0,low,2
12400,elevation_low,aspect_low,slope_low,cache,pachic_a,hillshade_9am_min,hillnoon_min,0,0,low,2
12401,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,3,4,low,3
12402,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,4,low,3
12403,elevation_medium,aspect_medium,slope_high,cache,vanet_c,hillshade_9am_max,hillnoon_min,4,4,low,1
12404,elevation_low,aspect_medium,slope_ultra,cache,vanet_c,hillshade_9am_max,hillnoon_min,4,3,low,4
12405,elevation_low,aspect_high,slope_ultra,cache,vanet_c,hillshade_9am_max,hillnoon_min,4,3,low,4
12406,elevation_low,aspect_high,slope_ultra,cache,vanet_c,hillshade_9am_min,hillnoon_max,4,2,low,5
12407,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,4,4,low,4
12408,elevation_low,aspect_high,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,3,4,low,4
12409,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,2,3,low,4
12410,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,2,3,low,4
12411,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,0,1,low,2
12412,elevation_low,aspect_ultra,slope_high,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,4,low,3
12413,elevation_low,aspect_high,slope_low,cache,vanet_c,hillshade_9am_min,hillnoon_max,4,3,low,5
12414,elevation_low,aspect_high,slope_ultra,cache,vanet_c,hillshade_9am_max,hillnoon_min,2,3,low,4
12415,elevation_high,aspect_high,slope_low,comanche,leighcan_g,hillshade_9am_min,hillnoon_max,4,3,low,5
12416,elevation_high,aspect_high,slope_high,comanche,catamount_a,hillshade_9am_min,hillnoon_max,4,3,low,5
12417,elevation_low,aspect_low,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,1,1,low,3
12418,elevation_low,aspect_high,slope_low,cache,vanet_a,hillshade_9am_min,hillnoon_max,5,2,low,5
12419,elevation_low,aspect_high,slope_medium,cache,vanet_c,hillshade_9am_min,hillnoon_max,4,4,low,5
12420,elevation_low,aspect_medium,slope_ultra,cache,vanet_c,hillshade_9am_max,hillnoon_min,4,3,low,4
12421,elevation_low,aspect_high,slope_medium,cache,vanet_c,hillshade_9am_min,hillnoon_max,4,4,low,5
12422,elevation_low,aspect_medium,slope_ultra,cache,vanet_c,hillshade_9am_max,hillnoon_min,4,4,low,4
12423,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,4,4,low,4
12424,elevation_low,aspect_high,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,3,4,low,4
12425,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,3,3,low,4
12426,elevation_low,aspect_medium,slope_high,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,0,0,low,2
12427,elevation_low,aspect_ultra,slope_low,cache,haploborolis_a,hillshade_9am_min,hillnoon_max,0,0,low,2
12428,elevation_low,aspect_high,slope_ultra,cache,vanet_c,hillshade_9am_max,hillnoon_min,0,0,low,2
12429,elevation_low,aspect_high,slope_ultra,cache,vanet_c,hillshade_9am_max,hillnoon_max,0,0,low,0
12430,elevation_ultra,aspect_low,slope_medium,rawah,leighcan_i,hillshade_9am_min,hillnoon_min,4,2,mid,1
12431,elevation_high,aspect_high,slope_low,comanche,leighcan_g,hillshade_9am_min,hillnoon_max,5,4,mid,5
12432,elevation_high,aspect_medium,slope_ultra,comanche,catamount_a,hillshade_9am_max,hillnoon_min,2,1,mid,4
12433,elevation_low,aspect_high,slope_medium,cache,pachic_a,hillshade_9am_max,hillnoon_max,0,0,low,0
12434,elevation_low,aspect_low,slope_low,cache,gateview_a,hillshade_9am_min,hillnoon_min,0,0,low,2
12435,elevation_low,aspect_medium,slope_low,cache,vanet_a,hillshade_9am_max,hillnoon_max,5,2,low,5
12436,elevation_low,aspect_high,slope_high,cache,vanet_a,hillshade_9am_min,hillnoon_max,5,1,low,5
12437,elevation_low,aspect_high,slope_high,cache,vanet_a,hillshade_9am_min,hillnoon_max,4,1,low,5
12438,elevation_low,aspect_high,slope_medium,cache,vanet_c,hillshade_9am_min,hillnoon_max,4,3,low,5
12439,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,4,3,low,4
12440,elevation_low,aspect_high,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,4,1,low,4
12441,elevation_low,aspect_high,slope_high,cache,haploborolis_a,hillshade_9am_max,hillnoon_max,4,0,low,0
12442,elevation_low,aspect_medium,slope_ultra,cache,vanet_c,hillshade_9am_max,hillnoon_min,4,4,low,4
12443,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,3,4,low,4
12444,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,1,2,low,4
12445,elevation_low,aspect_ultra,slope_high,cache,vanet_c,hillshade_9am_min,hillnoon_min,4,4,low,1
12446,elevation_low,aspect_medium,slope_ultra,cache,vanet_c,hillshade_9am_max,hillnoon_min,0,1,low,2
12447,elevation_low,aspect_medium,slope_ultra,cache,vanet_c,hillshade_9am_max,hillnoon_min,0,0,low,2
12448,elevation_low,aspect_low,slope_ultra,cache,vanet_b,hillshade_9am_min,hillnoon_min,0,0,low,2
12449,elevation_low,aspect_high,slope_medium,cache,vanet_c,hillshade_9am_max,hillnoon_min,0,0,low,2
12450,elevation_low,aspect_medium,slope_medium,cache,vanet_c,hillshade_9am_max,hillnoon_min,0,0,low,2
12451,elevation_high,aspect_ultra,slope_high,comanche,catamount_b,hillshade_9am_min,hillnoon_min,6,0,mid,3
12452,elevation_high,aspect_high,slope_high,comanche,catamount_a,hillshade_9am_max,hillnoon_max,3,3,low,5
12453,elevation_high,aspect_medium,slope_ultra,comanche,catamount_a,hillshade_9am_max,hillnoon_min,3,2,mid,4
12454,elevation_low,aspect_medium,slope_low,cache,pachic_a,hillshade_9am_min,hillnoon_max,0,0,low,2
12455,elevation_low,aspect_high,slope_high,cache,cathedral_a,hillshade_9am_max,hillnoon_max,0,0,low,0
12456,elevation_low,aspect_low,slope_low,cache,gateview_a,hillshade_9am_min,hillnoon_min,0,0,low,2
12457,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,4,low,3
12458,elevation_low,aspect_medium,slope_medium,cache,vanet_a,hillshade_9am_max,hillnoon_min,5,2,low,4
12459,elevation_low,aspect_high,slope_high,cache,vanet_a,hillshade_9am_min,hillnoon_max,5,1,low,5
12460,elevation_low,aspect_ultra,slope_ultra,cache,vanet_c,hillshade_9am_min,hillnoon_max,4,3,low,1
12461,elevation_low,aspect_medium,slope_ultra,cache,vanet_c,hillshade_9am_max,hillnoon_min,4,3,low,4
12462,elevation_low,aspect_high,slope_ultra,cache,haploborolis_a,hillshade_9am_min,hillnoon_max,4,4,low,5
12463,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,4,4,low,4
12464,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,3,3,low,4
12465,elevation_low,aspect_high,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,2,3,low,4
12466,elevation_low,aspect_medium,slope_ultra,cache,vanet_c,hillshade_9am_max,hillnoon_min,0,0,low,2
12467,elevation_low,aspect_medium,slope_high,cache,vanet_c,hillshade_9am_max,hillnoon_min,0,0,low,2
12468,elevation_high,aspect_medium,slope_high,comanche,catamount_a,hillshade_9am_max,hillnoon_min,2,1,mid,2
12469,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,4,low,3
12470,elevation_low,aspect_ultra,slope_high,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,4,low,3
12471,elevation_low,aspect_medium,slope_high,cache,vanet_a,hillshade_9am_max,hillnoon_min,5,1,low,1
12472,elevation_low,aspect_high,slope_medium,cache,vanet_a,hillshade_9am_min,hillnoon_max,5,0,low,5
12473,elevation_low,aspect_high,slope_high,cache,vanet_a,hillshade_9am_min,hillnoon_max,5,0,low,5
12474,elevation_low,aspect_high,slope_low,cache,vanet_c,hillshade_9am_min,hillnoon_max,4,3,low,5
