id,Elevation,Aspect,Slope,Wilderness,Soil_Type,Hillshade_9am,Hillshade_noon,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Fire_Points
11937,elevation_high,aspect_ultra,slope_high,comanche,leighcan_h,hillshade_9am_min,hillnoon_min,2,2,mid
11938,elevation_high,aspect_ultra,slope_ultra,comanche,leighcan_h,hillshade_9am_min,hillnoon_max,6,5,mid
11939,elevation_ultra,aspect_medium,slope_low,rawah,como_a,hillshade_9am_max,hillnoon_min,3,2,mid
11940,elevation_medium,aspect_low,slope_low,comanche,bullwark_b,hillshade_9am_min,hillnoon_max,4,3,mid
11941,elevation_medium,aspect_low,slope_low,comanche,bullwark_b,hillshade_9am_min,hillnoon_min,3,3,mid
11942,elevation_medium,aspect_ultra,slope_medium,comanche,bullwark_b,hillshade_9am_min,hillnoon_min,3,3,mid
11943,elevation_medium,aspect_high,slope_high,comanche,ratake_a,hillshade_9am_min,hillnoon_max,4,3,mid
11944,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,2,2,mid
11945,elevation_medium,aspect_ultra,slope_medium,comanche,leighcan_h,hillshade_9am_min,hillnoon_min,0,0,mid
11946,elevation_high,aspect_medium,slope_high,rawah,como_b,hillshade_9am_max,hillnoon_min,4,3,mid
11947,elevation_ultra,aspect_medium,slope_ultra,rawah,como_a,hillshade_9am_max,hillnoon_min,4,3,mid
11948,elevation_high,aspect_medium,slope_high,rawah,como_b,hillshade_9am_max,hillnoon_min,3,3,mid
11949,elevation_medium,aspect_ultra,slope_ultra,comanche,leighcan_h,hillshade_9am_min,hillnoon_min,4,4,mid
11950,elevation_high,aspect_medium,slope_high,rawah,como_b,hillshade_9am_max,hillnoon_min,4,4,mid
11951,elevation_high,aspect_medium,slope_high,rawah,como_b,hillshade_9am_max,hillnoon_min,4,4,mid
11952,elevation_medium,aspect_low,slope_low,comanche,typic_b,hillshade_9am_min,hillnoon_min,0,0,low
11953,elevation_low,aspect_ultra,slope_ultra,cache,vanet_b,hillshade_9am_min,hillnoon_max,4,3,low
11954,elevation_medium,aspect_ultra,slope_ultra,comanche,leighcan_h,hillshade_9am_min,hillnoon_min,3,3,mid
11955,elevation_ultra,aspect_medium,slope_medium,rawah,moran_a,hillshade_9am_max,hillnoon_min,2,1,mid
11956,elevation_high,aspect_medium,slope_high,rawah,como_b,hillshade_9am_max,hillnoon_min,4,3,mid
11957,elevation_high,aspect_high,slope_low,comanche,catamount_b,hillshade_9am_min,hillnoon_max,5,4,mid
11958,elevation_medium,aspect_high,slope_ultra,comanche,leighcan_h,hillshade_9am_min,hillnoon_max,3,2,mid
11959,elevation_high,aspect_low,slope_medium,rawah,como_a,hillshade_9am_min,hillnoon_min,0,0,mid
11960,elevation_medium,aspect_ultra,slope_ultra,comanche,leighcan_h,hillshade_9am_min,hillnoon_min,3,3,low
11961,elevation_medium,aspect_ultra,slope_high,comanche,leighcan_h,hillshade_9am_min,hillnoon_max,3,3,mid
11962,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,2,3,mid
11963,elevation_low,aspect_high,slope_high,cache,vanet_b,hillshade_9am_min,hillnoon_max,3,3,low
11964,elevation_low,aspect_medium,slope_ultra,cache,vanet_b,hillshade_9am_max,hillnoon_min,5,4,low
11965,elevation_medium,aspect_medium,slope_high,rawah,como_b,hillshade_9am_max,hillnoon_min,3,4,mid
11966,elevation_ultra,aspect_ultra,slope_low,rawah,moran_a,hillshade_9am_min,hillnoon_min,0,0,mid
11967,elevation_ultra,aspect_low,slope_low,rawah,leighcan_b,hillshade_9am_min,hillnoon_min,0,0,mid
11968,elevation_medium,aspect_medium,slope_ultra,comanche,catamount_a,hillshade_9am_max,hillnoon_min,3,3,low
11969,elevation_medium,aspect_medium,slope_ultra,comanche,catamount_a,hillshade_9am_max,hillnoon_min,2,2,low
11970,elevation_medium,aspect_ultra,slope_ultra,comanche,leighcan_h,hillshade_9am_min,hillnoon_min,3,3,low
11971,elevation_medium,aspect_ultra,slope_low,comanche,typic_b,hillshade_9am_min,hillnoon_min,0,0,mid
11972,elevation_low,aspect_low,slope_ultra,cache,bullwark_a,hillshade_9am_max,hillnoon_min,3,1,low
11973,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,2,3,mid
11974,elevation_high,aspect_low,slope_low,comanche,catamount_b,hillshade_9am_min,hillnoon_min,5,4,mid
11975,elevation_medium,aspect_medium,slope_ultra,comanche,catamount_a,hillshade_9am_max,hillnoon_min,1,1,low
11976,elevation_medium,aspect_ultra,slope_ultra,comanche,leighcan_h,hillshade_9am_min,hillnoon_min,2,2,mid
11977,elevation_low,aspect_high,slope_ultra,cache,vanet_b,hillshade_9am_min,hillnoon_max,2,3,low
11978,elevation_low,aspect_low,slope_ultra,cache,vanet_b,hillshade_9am_min,hillnoon_min,4,4,low
11979,elevation_ultra,aspect_ultra,slope_medium,rawah,moran_a,hillshade_9am_min,hillnoon_max,0,0,mid
11980,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,3,3,mid
11981,elevation_medium,aspect_ultra,slope_ultra,comanche,leighcan_h,hillshade_9am_min,hillnoon_min,2,3,mid
11982,elevation_low,aspect_low,slope_ultra,cache,vanet_b,hillshade_9am_min,hillnoon_min,4,3,low
11983,elevation_ultra,aspect_ultra,slope_medium,rawah,moran_a,hillshade_9am_min,hillnoon_max,5,1,mid
11984,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,2,3,mid
11985,elevation_medium,aspect_ultra,slope_high,comanche,leighcan_h,hillshade_9am_min,hillnoon_min,1,1,low
11986,elevation_low,aspect_low,slope_ultra,cache,cathedral_a,hillshade_9am_min,hillnoon_min,3,4,low
11987,elevation_low,aspect_low,slope_ultra,cache,vanet_b,hillshade_9am_min,hillnoon_min,5,4,low
11988,elevation_high,aspect_high,slope_low,comanche,catamount_b,hillshade_9am_min,hillnoon_max,4,3,mid
11989,elevation_medium,aspect_ultra,slope_ultra,comanche,bullwark_a,hillshade_9am_min,hillnoon_min,1,0,mid
11990,elevation_ultra,aspect_medium,slope_high,rawah,como_b,hillshade_9am_max,hillnoon_min,4,3,mid
11991,elevation_high,aspect_low,slope_low,rawah,leighcan_b,hillshade_9am_min,hillnoon_min,0,0,low
11992,elevation_medium,aspect_ultra,slope_high,comanche,leighcan_h,hillshade_9am_min,hillnoon_min,2,3,mid
11993,elevation_high,aspect_medium,slope_medium,comanche,catamount_b,hillshade_9am_max,hillnoon_min,4,3,mid
11994,elevation_medium,aspect_ultra,slope_ultra,comanche,bullwark_a,hillshade_9am_min,hillnoon_min,1,1,mid
11995,elevation_low,aspect_medium,slope_high,cache,cathedral_a,hillshade_9am_max,hillnoon_min,4,4,low
11996,elevation_ultra,aspect_medium,slope_low,rawah,como_b,hillshade_9am_max,hillnoon_min,4,1,mid
11997,elevation_high,aspect_low,slope_medium,rawah,como_b,hillshade_9am_min,hillnoon_min,4,4,low
11998,elevation_high,aspect_high,slope_low,comanche,catamount_b,hillshade_9am_min,hillnoon_max,6,4,mid
11999,elevation_medium,aspect_medium,slope_low,comanche,typic_b,hillshade_9am_max,hillnoon_min,0,0,mid
12000,elevation_low,aspect_medium,slope_high,cache,cathedral_a,hillshade_9am_max,hillnoon_min,3,4,low
12001,elevation_medium,aspect_ultra,slope_ultra,comanche,leighcan_f,hillshade_9am_min,hillnoon_min,5,4,mid
12002,elevation_low,aspect_ultra,slope_medium,cache,vanet_a,hillshade_9am_min,hillnoon_max,4,4,low
12003,elevation_medium,aspect_medium,slope_high,rawah,como_b,hillshade_9am_max,hillnoon_min,3,3,low
12004,elevation_medium,aspect_ultra,slope_ultra,comanche,leighcan_h,hillshade_9am_min,hillnoon_min,2,3,low
12005,elevation_medium,aspect_ultra,slope_high,comanche,leighcan_h,hillshade_9am_min,hillnoon_min,1,1,mid
12006,elevation_low,aspect_medium,slope_ultra,cache,cathedral_a,hillshade_9am_max,hillnoon_min,4,4,low
12007,elevation_high,aspect_low,slope_high,rawah,como_b,hillshade_9am_min,hillnoon_min,4,4,low
12008,elevation_high,aspect_medium,slope_medium,comanche,catamount_a,hillshade_9am_max,hillnoon_min,0,0,mid
12009,elevation_medium,aspect_low,slope_medium,comanche,typic_b,hillshade_9am_min,hillnoon_min,0,0,mid
12010,elevation_low,aspect_medium,slope_medium,cache,vanet_a,hillshade_9am_max,hillnoon_min,4,4,low
12011,elevation_ultra,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,3,3,mid
12012,elevation_high,aspect_low,slope_low,rawah,como_b,hillshade_9am_min,hillnoon_min,4,0,low
12013,elevation_medium,aspect_low,slope_medium,comanche,typic_b,hillshade_9am_min,hillnoon_min,0,0,mid
12014,elevation_medium,aspect_ultra,slope_ultra,comanche,leighcan_h,hillshade_9am_min,hillnoon_min,4,4,low
12015,elevation_ultra,aspect_high,slope_low,rawah,moran_a,hillshade_9am_min,hillnoon_max,4,1,mid
12016,elevation_high,aspect_medium,slope_high,rawah,como_b,hillshade_9am_max,hillnoon_min,4,4,low
12017,elevation_high,aspect_high,slope_ultra,comanche,leighcan_f,hillshade_9am_min,hillnoon_max,5,4,mid
12018,elevation_medium,aspect_ultra,slope_ultra,comanche,leighcan_h,hillshade_9am_min,hillnoon_min,2,2,low
12019,elevation_low,aspect_high,slope_ultra,cache,cathedral_a,hillshade_9am_min,hillnoon_max,3,3,low
12020,elevation_ultra,aspect_low,slope_low,rawah,leighcan_i,hillshade_9am_min,hillnoon_min,0,0,mid
12021,elevation_ultra,aspect_medium,slope_ultra,rawah,moran_a,hillshade_9am_max,hillnoon_min,3,1,mid
12022,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,3,4,low
12023,elevation_medium,aspect_ultra,slope_ultra,comanche,catamount_a,hillshade_9am_min,hillnoon_min,4,4,mid
12024,elevation_ultra,aspect_low,slope_low,rawah,leighcan_i,hillshade_9am_min,hillnoon_min,0,0,mid
12025,elevation_ultra,aspect_ultra,slope_low,rawah,moran_a,hillshade_9am_min,hillnoon_max,2,0,mid
12026,elevation_medium,aspect_low,slope_high,comanche,typic_b,hillshade_9am_min,hillnoon_min,0,0,low
12027,elevation_medium,aspect_ultra,slope_ultra,comanche,catamount_a,hillshade_9am_min,hillnoon_min,3,3,mid
12028,elevation_low,aspect_ultra,slope_medium,cache,gateview_a,hillshade_9am_min,hillnoon_min,0,0,low
12029,elevation_low,aspect_low,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,0,0,low
12030,elevation_low,aspect_high,slope_ultra,cache,cathedral_a,hillshade_9am_max,hillnoon_min,2,3,low
12031,elevation_low,aspect_high,slope_high,cache,cathedral_a,hillshade_9am_min,hillnoon_max,3,3,low
12032,elevation_ultra,aspect_low,slope_low,rawah,moran_a,hillshade_9am_min,hillnoon_min,1,0,mid
12033,elevation_ultra,aspect_low,slope_low,rawah,leighcan_i,hillshade_9am_min,hillnoon_min,0,0,mid
12034,elevation_ultra,aspect_medium,slope_medium,rawah,moran_a,hillshade_9am_max,hillnoon_min,4,3,mid
12035,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,2,3,low
12036,elevation_ultra,aspect_low,slope_low,rawah,moran_a,hillshade_9am_min,hillnoon_min,0,0,mid
12037,elevation_ultra,aspect_medium,slope_high,rawah,moran_a,hillshade_9am_max,hillnoon_min,4,3,mid
12038,elevation_ultra,aspect_medium,slope_ultra,rawah,moran_a,hillshade_9am_max,hillnoon_min,3,1,mid
12039,elevation_medium,aspect_ultra,slope_ultra,comanche,catamount_a,hillshade_9am_min,hillnoon_min,2,2,mid
12040,elevation_medium,aspect_low,slope_high,comanche,catamount_a,hillshade_9am_min,hillnoon_min,1,2,mid
12041,elevation_ultra,aspect_low,slope_low,rawah,moran_a,hillshade_9am_min,hillnoon_min,0,0,mid
12042,elevation_ultra,aspect_medium,slope_medium,rawah,moran_a,hillshade_9am_max,hillnoon_min,3,2,mid
12043,elevation_high,aspect_medium,slope_medium,rawah,como_b,hillshade_9am_max,hillnoon_min,4,0,low
12044,elevation_medium,aspect_ultra,slope_ultra,comanche,catamount_a,hillshade_9am_min,hillnoon_min,2,3,mid
12045,elevation_low,aspect_ultra,slope_high,cache,gateview_a,hillshade_9am_min,hillnoon_min,0,0,low
12046,elevation_medium,aspect_low,slope_high,comanche,catamount_a,hillshade_9am_min,hillnoon_min,0,0,mid
12047,elevation_low,aspect_ultra,slope_ultra,cache,cathedral_a,hillshade_9am_min,hillnoon_min,3,4,low
12048,elevation_low,aspect_ultra,slope_high,cache,gateview_a,hillshade_9am_min,hillnoon_min,0,0,low
12049,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,0,1,low
12050,elevation_low,aspect_low,slope_medium,cache,gateview_a,hillshade_9am_min,hillnoon_min,0,0,low
12051,elevation_low,aspect_ultra,slope_low,cache,cathedral_a,hillshade_9am_min,hillnoon_max,3,4,low
12052,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,3,3,low
12053,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,2,3,low
12054,elevation_medium,aspect_ultra,slope_ultra,comanche,leighcan_h,hillshade_9am_min,hillnoon_min,3,4,low
12055,elevation_medium,aspect_low,slope_high,comanche,catamount_a,hillshade_9am_min,hillnoon_min,0,0,mid
12056,elevation_low,aspect_ultra,slope_high,cache,gateview_a,hillshade_9am_min,hillnoon_min,0,0,low
12057,elevation_medium,aspect_high,slope_medium,comanche,typic_b,hillshade_9am_max,hillnoon_max,0,0,mid
12058,elevation_low,aspect_ultra,slope_ultra,cache,gateview_a,hillshade_9am_min,hillnoon_min,0,0,low
12059,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,0,0,low
12060,elevation_low,aspect_low,slope_high,cache,bullwark_a,hillshade_9am_min,hillnoon_min,0,0,low
12061,elevation_low,aspect_high,slope_medium,cache,cathedral_a,hillshade_9am_min,hillnoon_max,2,3,low
12062,elevation_ultra,aspect_medium,slope_low,rawah,moran_b,hillshade_9am_min,hillnoon_min,4,2,mid
12063,elevation_ultra,aspect_medium,slope_low,rawah,moran_a,hillshade_9am_min,hillnoon_min,3,0,mid
12064,elevation_high,aspect_high,slope_medium,rawah,como_b,hillshade_9am_max,hillnoon_max,4,0,low
12065,elevation_high,aspect_medium,slope_high,rawah,como_b,hillshade_9am_max,hillnoon_min,4,4,low
12066,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,2,3,low
12067,elevation_high,aspect_ultra,slope_low,comanche,catamount_b,hillshade_9am_min,hillnoon_max,4,1,mid
12068,elevation_low,aspect_medium,slope_low,cache,vanet_a,hillshade_9am_max,hillnoon_max,0,0,low
12069,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,0,1,low
12070,elevation_low,aspect_low,slope_high,cache,cathedral_a,hillshade_9am_min,hillnoon_min,3,1,low
12071,elevation_ultra,aspect_low,slope_medium,rawah,moran_a,hillshade_9am_min,hillnoon_min,0,0,mid
12072,elevation_high,aspect_low,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_min,5,0,mid
12073,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,3,3,low
12074,elevation_medium,aspect_ultra,slope_ultra,comanche,catamount_a,hillshade_9am_min,hillnoon_min,2,3,mid
12075,elevation_low,aspect_low,slope_ultra,cache,vanet_b,hillshade_9am_min,hillnoon_min,2,3,low
12076,elevation_ultra,aspect_medium,slope_low,rawah,leighcan_i,hillshade_9am_max,hillnoon_min,4,2,mid
12077,elevation_high,aspect_high,slope_low,comanche,leighcan_h,hillshade_9am_min,hillnoon_max,3,1,mid
12078,elevation_high,aspect_ultra,slope_ultra,comanche,catamount_a,hillshade_9am_min,hillnoon_min,3,0,mid
12079,elevation_high,aspect_ultra,slope_high,comanche,catamount_a,hillshade_9am_min,hillnoon_min,3,0,mid
12080,elevation_ultra,aspect_low,slope_low,rawah,moran_a,hillshade_9am_min,hillnoon_min,4,4,mid
12081,elevation_high,aspect_medium,slope_high,rawah,como_b,hillshade_9am_max,hillnoon_min,4,3,low
12082,elevation_high,aspect_ultra,slope_medium,comanche,leighcan_h,hillshade_9am_min,hillnoon_min,1,1,mid
12083,elevation_low,aspect_medium,slope_medium,cache,vanet_a,hillshade_9am_max,hillnoon_min,0,0,low
12084,elevation_low,aspect_ultra,slope_high,cache,vanet_b,hillshade_9am_min,hillnoon_min,3,3,low
12085,elevation_high,aspect_medium,slope_high,rawah,como_b,hillshade_9am_max,hillnoon_min,4,3,low
12086,elevation_medium,aspect_ultra,slope_ultra,comanche,leighcan_f,hillshade_9am_min,hillnoon_min,1,2,mid
12087,elevation_high,aspect_high,slope_low,comanche,leighcan_b,hillshade_9am_min,hillnoon_max,3,0,mid
12088,elevation_high,aspect_high,slope_low,comanche,leighcan_b,hillshade_9am_min,hillnoon_max,2,1,mid
12089,elevation_high,aspect_high,slope_medium,comanche,leighcan_b,hillshade_9am_min,hillnoon_max,3,1,mid
12090,elevation_high,aspect_low,slope_ultra,comanche,leighcan_h,hillshade_9am_min,hillnoon_min,4,4,low
12091,elevation_low,aspect_ultra,slope_medium,cache,gateview_a,hillshade_9am_min,hillnoon_max,0,0,low
12092,elevation_low,aspect_medium,slope_ultra,cache,cathedral_a,hillshade_9am_max,hillnoon_min,3,3,low
12093,elevation_low,aspect_ultra,slope_high,cache,vanet_b,hillshade_9am_min,hillnoon_min,4,3,low
12094,elevation_high,aspect_medium,slope_medium,rawah,como_b,hillshade_9am_max,hillnoon_min,4,3,low
12095,elevation_medium,aspect_medium,slope_high,rawah,como_b,hillshade_9am_max,hillnoon_min,3,3,low
12096,elevation_medium,aspect_medium,slope_high,rawah,como_b,hillshade_9am_max,hillnoon_min,3,3,low
12097,elevation_high,aspect_medium,slope_low,comanche,leighcan_h,hillshade_9am_max,hillnoon_min,2,0,mid
12098,elevation_high,aspect_medium,slope_high,comanche,leighcan_h,hillshade_9am_max,hillnoon_min,2,2,mid
12099,elevation_high,aspect_low,slope_high,comanche,leighcan_c,hillshade_9am_min,hillnoon_min,4,3,mid
12100,elevation_medium,aspect_ultra,slope_high,comanche,catamount_a,hillshade_9am_min,hillnoon_min,1,1,mid
12101,elevation_low,aspect_medium,slope_low,cache,vanet_a,hillshade_9am_max,hillnoon_max,0,0,low
12102,elevation_low,aspect_medium,slope_high,cache,cathedral_a,hillshade_9am_max,hillnoon_min,3,3,low
12103,elevation_low,aspect_low,slope_ultra,cache,cathedral_a,hillshade_9am_min,hillnoon_min,2,3,low
12104,elevation_low,aspect_low,slope_ultra,cache,vanet_b,hillshade_9am_min,hillnoon_min,3,4,low
12105,elevation_high,aspect_medium,slope_high,rawah,como_b,hillshade_9am_max,hillnoon_min,4,4,low
12106,elevation_high,aspect_high,slope_medium,comanche,leighcan_b,hillshade_9am_min,hillnoon_max,2,0,mid
12107,elevation_high,aspect_low,slope_ultra,comanche,leighcan_c,hillshade_9am_min,hillnoon_min,3,4,low
12108,elevation_low,aspect_medium,slope_low,cache,gateview_a,hillshade_9am_min,hillnoon_min,0,0,low
12109,elevation_low,aspect_low,slope_ultra,cache,cathedral_a,hillshade_9am_min,hillnoon_min,4,4,low
12110,elevation_low,aspect_low,slope_ultra,cache,vanet_b,hillshade_9am_min,hillnoon_min,4,4,low
12111,elevation_high,aspect_medium,slope_low,rawah,como_a,hillshade_9am_max,hillnoon_max,4,1,low
12112,elevation_high,aspect_ultra,slope_high,comanche,catamount_a,hillshade_9am_min,hillnoon_min,0,0,mid
12113,elevation_low,aspect_low,slope_ultra,cache,cathedral_a,hillshade_9am_min,hillnoon_min,3,3,low
12114,elevation_low,aspect_high,slope_ultra,cache,cathedral_a,hillshade_9am_min,hillnoon_max,0,0,low
12115,elevation_high,aspect_high,slope_high,comanche,leighcan_b,hillshade_9am_min,hillnoon_max,2,2,mid
12116,elevation_medium,aspect_ultra,slope_high,comanche,catamount_a,hillshade_9am_min,hillnoon_min,4,1,mid
12117,elevation_medium,aspect_ultra,slope_ultra,comanche,catamount_a,hillshade_9am_min,hillnoon_min,3,1,mid
12118,elevation_low,aspect_ultra,slope_ultra,cache,vanet_b,hillshade_9am_min,hillnoon_min,4,4,low
12119,elevation_high,aspect_medium,slope_high,rawah,como_a,hillshade_9am_max,hillnoon_min,4,3,low
12120,elevation_high,aspect_medium,slope_medium,rawah,como_b,hillshade_9am_max,hillnoon_min,2,1,low
12121,elevation_medium,aspect_medium,slope_high,rawah,como_b,hillshade_9am_max,hillnoon_min,0,0,low
12122,elevation_medium,aspect_high,slope_low,comanche,leighcan_b,hillshade_9am_min,hillnoon_max,1,0,mid
12123,elevation_high,aspect_high,slope_high,comanche,leighcan_b,hillshade_9am_min,hillnoon_max,1,0,mid
12124,elevation_high,aspect_low,slope_medium,comanche,leighcan_g,hillshade_9am_min,hillnoon_min,3,1,mid
12125,elevation_low,aspect_medium,slope_ultra,cache,cathedral_a,hillshade_9am_max,hillnoon_min,0,1,low
12126,elevation_low,aspect_low,slope_high,cache,cathedral_a,hillshade_9am_min,hillnoon_min,3,1,low
12127,elevation_low,aspect_low,slope_medium,cache,cathedral_a,hillshade_9am_min,hillnoon_min,4,3,low
12128,elevation_low,aspect_ultra,slope_ultra,cache,vanet_b,hillshade_9am_min,hillnoon_min,4,4,low
12129,elevation_high,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,4,4,low
12130,elevation_high,aspect_medium,slope_medium,rawah,como_a,hillshade_9am_max,hillnoon_min,3,1,low
12131,elevation_high,aspect_medium,slope_medium,rawah,como_b,hillshade_9am_max,hillnoon_min,2,1,low
12132,elevation_medium,aspect_medium,slope_high,rawah,como_b,hillshade_9am_max,hillnoon_min,1,0,low
12133,elevation_medium,aspect_medium,slope_high,rawah,como_b,hillshade_9am_max,hillnoon_min,0,0,low
12134,elevation_medium,aspect_medium,slope_high,rawah,como_b,hillshade_9am_max,hillnoon_min,0,0,low
12135,elevation_medium,aspect_high,slope_medium,comanche,leighcan_b,hillshade_9am_min,hillnoon_max,0,0,mid
12136,elevation_high,aspect_high,slope_low,comanche,leighcan_b,hillshade_9am_min,hillnoon_max,0,0,mid
12137,elevation_high,aspect_ultra,slope_high,comanche,leighcan_g,hillshade_9am_min,hillnoon_min,2,2,mid
12138,elevation_low,aspect_low,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,2,3,low
12139,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_max,4,4,low
12140,elevation_low,aspect_high,slope_high,cache,cathedral_a,hillshade_9am_min,hillnoon_max,4,3,low
12141,elevation_low,aspect_ultra,slope_ultra,cache,vanet_b,hillshade_9am_min,hillnoon_min,4,4,low
12142,elevation_low,aspect_medium,slope_high,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,2,2,mid
12143,elevation_high,aspect_medium,slope_high,rawah,como_b,hillshade_9am_max,hillnoon_min,4,4,low
12144,elevation_high,aspect_medium,slope_medium,rawah,como_b,hillshade_9am_max,hillnoon_min,2,0,low
12145,elevation_medium,aspect_medium,slope_high,rawah,como_b,hillshade_9am_max,hillnoon_min,0,0,low
12146,elevation_medium,aspect_ultra,slope_high,comanche,leighcan_b,hillshade_9am_min,hillnoon_max,0,0,mid
12147,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_max,3,4,low
12148,elevation_low,aspect_medium,slope_ultra,cache,cathedral_a,hillshade_9am_max,hillnoon_min,0,1,low
12149,elevation_low,aspect_ultra,slope_ultra,cache,vanet_b,hillshade_9am_min,hillnoon_min,4,1,low
12150,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,4,4,mid
12151,elevation_high,aspect_medium,slope_medium,rawah,como_a,hillshade_9am_max,hillnoon_min,6,4,low
12152,elevation_high,aspect_medium,slope_high,rawah,como_a,hillshade_9am_max,hillnoon_min,3,1,low
12153,elevation_medium,aspect_medium,slope_high,rawah,como_b,hillshade_9am_max,hillnoon_min,0,0,low
12154,elevation_medium,aspect_ultra,slope_high,comanche,leighcan_f,hillshade_9am_min,hillnoon_max,0,0,low
12155,elevation_high,aspect_ultra,slope_medium,comanche,leighcan_b,hillshade_9am_min,hillnoon_max,0,0,mid
12156,elevation_high,aspect_high,slope_low,comanche,leighcan_b,hillshade_9am_min,hillnoon_max,0,0,mid
12157,elevation_low,aspect_ultra,slope_high,cache,cathedral_a,hillshade_9am_min,hillnoon_max,4,4,low
12158,elevation_low,aspect_ultra,slope_ultra,cache,vanet_b,hillshade_9am_min,hillnoon_min,4,2,mid
12159,elevation_high,aspect_medium,slope_ultra,rawah,como_a,hillshade_9am_max,hillnoon_min,3,1,low
12160,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,0,0,low
12161,elevation_medium,aspect_ultra,slope_medium,comanche,leighcan_b,hillshade_9am_min,hillnoon_max,0,0,low
12162,elevation_high,aspect_ultra,slope_medium,comanche,leighcan_b,hillshade_9am_min,hillnoon_max,1,1,mid
12163,elevation_high,aspect_ultra,slope_high,comanche,catamount_a,hillshade_9am_min,hillnoon_min,4,3,mid
12164,elevation_low,aspect_ultra,slope_ultra,cache,vanet_b,hillshade_9am_min,hillnoon_min,4,3,mid
12165,elevation_high,aspect_medium,slope_high,rawah,como_a,hillshade_9am_max,hillnoon_min,3,1,low
12166,elevation_high,aspect_high,slope_high,comanche,leighcan_h,hillshade_9am_min,hillnoon_max,2,2,mid
12167,elevation_high,aspect_high,slope_medium,comanche,leighcan_b,hillshade_9am_min,hillnoon_max,1,1,mid
12168,elevation_high,aspect_ultra,slope_low,comanche,leighcan_b,hillshade_9am_min,hillnoon_max,2,0,mid
12169,elevation_low,aspect_low,slope_high,cache,bullwark_a,hillshade_9am_min,hillnoon_min,0,1,low
12170,elevation_low,aspect_medium,slope_ultra,cache,cathedral_a,hillshade_9am_max,hillnoon_min,0,0,low
12171,elevation_low,aspect_high,slope_ultra,cache,cathedral_a,hillshade_9am_min,hillnoon_max,4,0,low
12172,elevation_low,aspect_ultra,slope_medium,cache,vanet_a,hillshade_9am_min,hillnoon_min,4,4,mid
12173,elevation_high,aspect_medium,slope_low,rawah,como_a,hillshade_9am_max,hillnoon_min,0,0,low
12174,elevation_high,aspect_medium,slope_low,rawah,como_a,hillshade_9am_max,hillnoon_min,0,0,low
12175,elevation_medium,aspect_medium,slope_medium,rawah,como_b,hillshade_9am_max,hillnoon_min,0,0,low
12176,elevation_medium,aspect_medium,slope_high,rawah,como_b,hillshade_9am_max,hillnoon_min,1,0,low
12177,elevation_low,aspect_medium,slope_medium,cache,cathedral_a,hillshade_9am_max,hillnoon_min,0,0,low
12178,elevation_low,aspect_ultra,slope_high,cache,gateview_a,hillshade_9am_min,hillnoon_min,0,0,low
12179,elevation_low,aspect_low,slope_high,cache,cathedral_a,hillshade_9am_min,hillnoon_min,1,1,low
12180,elevation_low,aspect_low,slope_high,cache,bullwark_a,hillshade_9am_min,hillnoon_min,0,1,low
12181,elevation_low,aspect_high,slope_ultra,cache,cathedral_a,hillshade_9am_min,hillnoon_max,4,4,mid
12182,elevation_low,aspect_high,slope_low,cache,vanet_a,hillshade_9am_max,hillnoon_max,4,4,mid
